DEFINIENDUM,CATEGORY,CATEGORY_TEXT,SENTENCE,*,AFFECTS,COMPOSITION_MEDIUM,CONTAINS,DEFINED_AS,DEFINITOR,GENUS,HAS_ATTRIBUTE,HAS_CAUSE,HAS_FORM,HAS_FUNCTION,HAS_LOCATION,HAS_POSITION,HAS_RESULT,HAS_SIZE,MEASURES,OCCURS_IN_TIME,SPECIES,STUDIES,frame_ATTRIBUTE,frame_CAUSE,frame_COMPOSITION,frame_CONTAINS,frame_DEFINED_AS,frame_FORM,frame_FUNCTION,frame_LOCATION,frame_MEASURES,frame_MEDIUM,frame_POSITION,frame_RESULT,frame_SIZE,frame_STUDIES,frame_TIME
kraškega geomorfnega sistema,C. Geome|B.4 Transformation|B.4 Transformation,kraškega geomorfnega sistema|kemično preperevanje|raztapljanje,Najpomembnejši proces oblikovanja kraškega geomorfnega sistema je kemično preperevanje oziroma raztapljanje.,,,,,,,,,kemično preperevanje oziroma raztapljanje,,,,,,,,,,,,,,,,,,,,,,,,,
Sadra,C. Geome|D.3.1 Geolocation|D.1 Abiotic|D.1 Abiotic,sušnejših klimatskih okoljih|Zemljinem površju|mineral|Sadra,"Sadra je pogost mineral na Zemljinem površju, predvsem v sušnejših klimatskih okoljih.",,,,,,je,mineral,,,,,predvsem v sušnejših klimatskih okoljih,na Zemljinem površju,,,,,,,,,,,,,,predvsem v,,,na,,,,
disociacija,D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|B.4 Transformation|B.4 Transformation,čisti vodi|kraških kamnin|mineralov|raztapljanja|disociacija,Najpreprostejšo obliko raztapljanja mineralov kraških kamnin v čisti vodi imenujemo disociacija.,,,v čisti vodi,,,imenujemo,raztapljanja,,,,,,,,,,,,,,,v,,,,,,,,,,,,
fosilna jama,A.2 Underground landform|A.2 Underground landform,fosilna jama|jama,"fosilna jama: V preteklih geoloških razdobjih nastala jama, ki se, danes ne oblikuje več. Objekt fosilnega krasa (gl. fosilni kras).",,,,,,,jama,,preteklih geoloških razdobjih nastala,,"se , danes ne oblikuje več",,,,,,,,,,,,,,,,,,,,,,,
podorna jama,D.1 Abiotic|A.2 Underground landform|B.1 Movement|B.1 Movement|A.2 Underground landform,podornim skalovjem|podorna jama|podori|podiranjem|Jama,"podorna jama: Nastala s podiranjem. Jama ali del jame s podornim skalovjem, oziroma so jo podori bistveno preoblikovali.",,,,s podornim skalovjem,,,Jama,,so jo podori bistveno preoblikovali|Nastala s podiranjem,,,,,,,,,,,,Nastala s,,,,,,,,,,,,,
tektonska jama,B.1 Movement|A.2 Underground landform,tektonskimi procesi|tektonska jama,tektonska jama: Nastala neposredno s tektonskimi procesi in je drugi procesi kasneje niso bistveno preoblikovali.,,,,,,,,,Nastala neposredno s tektonskimi procesi,,,,,,,,,,,,Nastala neposredno s,,,,,,,,,,,,,
rečna jama,A.2 Underground landform|D.1 Abiotic|D.1 Abiotic|A.2 Underground landform|A.2 Underground landform,rečna jama|reka|potok|jama|Jama,"rečna jama: Jama, po kateri teče reka ali potok. V širšem smislu vsaka jama, ki jo je izoblikoval vodni tok.",,,,,,,Jama,,ki jo je izoblikoval vodni tok,,po kateri teče reka ali potok,,,,,,,,,,ki jo je izoblikoval,,,,,,,,,,,,,
lezična jama,A.2 Underground landform|A.1 Surface landform|A.2 Underground landform,lezična jama|leziki|Jama,"lezična jama: Jama, ki kaže jasne znake nastanka ob leziki.",,,,,,,Jama,,ki kaže jasne znake nastanka ob leziki,,,,,,,,,,,,,,,,,,,,,,,,,
kontaktna jama,A.2 Underground landform|D.1 Abiotic|A.2 Underground landform,kontaktna jama|kamnin|Jama,"kontaktna jama: Jama na stiku različnih kamnin, često kraških in nekraških.",,,,,,,Jama,,,,,na stiku različnih kamnin,,,,,,,,,,,,,,,na stiku,,,,,,,
jama v nadstropjih,A.2 Underground landform|A.2 Underground landform|A.2 Underground landform|A.2 Underground landform,jama v nadstropjih|etažna jama|brezna|Jama,"etažna jama, jama v nadstropjih: Jama, ki ima rove vidno razvrščene v dveh ali več nadstropjih (etažah), ki jih lahko povezujejo brezna ali skoki.",,,,,,,Jama,,,ki ima rove vidno razvrščene v dveh ali več nadstropjih|ki jih lahko povezujejo brezna ali skoki,,,,,,,,,,,,,,,,,,,,,,,,
etažna jama,A.2 Underground landform|A.2 Underground landform|A.2 Underground landform|A.2 Underground landform,jama v nadstropjih|etažna jama|brezna|Jama,"etažna jama, jama v nadstropjih: Jama, ki ima rove vidno razvrščene v dveh ali več nadstropjih (etažah), ki jih lahko povezujejo brezna ali skoki.",,,,,,,Jama,,,ki ima rove vidno razvrščene v dveh ali več nadstropjih|ki jih lahko povezujejo brezna ali skoki,,,,,,,,,,,,,,,,,,,,,,,,
hudourna jama,D.1 Abiotic|A.2 Underground landform|A.2 Underground landform,nevihte s točo|hudourna jama|jamo,"hudourna jama: Izraz je postal zgodovinski in etnološki. Pomeni jamo, iz katere so po starinskem verovanju prihajale nevihte s točo. Naše hudourne jame je opisal J. V. Valvasor.",,,,,,,jamo,,,,,,,iz katere so po starinskem verovanju prihajale nevihte s točo,,,,,,,,,,,,,,,,,iz katere so,,,
turistična jama,A.2 Underground landform|D.2 Biotic|A.2 Underground landform,turistična jama|turistov|Jama,"turistična jama: Jama, ki je opremljena za splošni obisk turistov in ima organizirano vodniško službo.",,,,,,,Jama,,,,ki je opremljena za splošni obisk turistov in ima organizirano vodniško službo,,,,,,,,,,,,,,,je opremljena za,,,,,,,,
tunelska jama,A.2 Underground landform|A.2 Underground landform|D.1 Abiotic,tunelska jama|Jama|vzpetino,"tunelska jama: Jama, ki predira vzpetino od enega pobočja do drugega.",,,,,,,Jama,,,ki predira vzpetino od enega pobočja do drugega,,,,,,,,,,,,,,,,,,,,,,,,
zadušna jama,A.2 Underground landform|D.1 Abiotic|A.2 Underground landform,zadušna jama|zadušni plini|Jama,"zadušna jama: Jama, v kateri so zadušni plini.",,,,v kateri so zadušni plini,,,Jama,,,,,,,,,,,,,,,,v kateri so,,,,,,,,,,,
jamar,D.2 Biotic|D.2 Biotic|A.2 Underground landform,jamar|Človek|jame,"jamar: Človek, ki odkriva, obiskuje in opisuje jame iz neturističnih namenov. V vsakdanji rabi človek, ki organizirano raziskuje jame bolj iz športnih nagibov.",,,,,,,Človek,,,,,,,,,,,,"ki odkriva , obiskuje in opisuje jame iz neturističnih namenov",,,,,,,,,,,,,,,
jamoslovec,D.2 Biotic|E.2 Method|D.2 Biotic,jamoslovec|speleologije|strokovnjak,jamoslovec (speleolog): strokovnjak na področju speleologije.,,,,,,,strokovnjak,,,,,,,,,,,,na področju speleologije,,,,,,,,,,,,,,,
jamska ilovica,D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic,jamska ilovica|Ilovica|paravtohtona|alohtona|avtohtona,"jamska ilovica: Ilovica v jami. Po nastanku avtohtona (nastala na licu mesta), paravtohtona (premeščena znotraj jame) ali alohtona (prinesena od zunaj).",,,,,,,Ilovica,,"Po nastanku avtohtona ( nastala na licu mesta ) , paravtohtona ( premeščena znotraj jame ) ali alohtona ( prinesena od zunaj )",,,v jami,,,,,,avtohtona|alohtona|paravtohtona,,,,,,,,,v,,,,,,,
jamska meteorologija,E.2 Method|A.2 Underground landform|E.2 Method|E.2 Method,jamska klimatologija|podzemeljskih votlinah|jamska meteorologija|znanstvena disciplina,"jamska klimatologija, jamska meteorologija: Mlada znanstvena disciplina, ki raziskuje klimatske (meteorološke) razmere v podzemeljskih votlinah.",,,,,,,znanstvena disciplina,,,,,,,,,,,,raziskuje klimatske ( meteorološke ) razmere v podzemeljskih votlinah,,,,,,,,,,,,,,raziskuje,
jamska klimatologija,E.2 Method|A.2 Underground landform|E.2 Method|E.2 Method,jamska klimatologija|podzemeljskih votlinah|jamska meteorologija|znanstvena disciplina,"jamska klimatologija, jamska meteorologija: Mlada znanstvena disciplina, ki raziskuje klimatske (meteorološke) razmere v podzemeljskih votlinah.",,,,,,,znanstvena disciplina,,,,,,,,,,,,raziskuje klimatske ( meteorološke ) razmere v podzemeljskih votlinah,,,,,,,,,,,,,,raziskuje,
razvodnice,A.3 Hydrological form|D.1 Abiotic|A.3 Hydrological form,izvirom|vode|razvodnice,"Meje območij, od koder se stekajo vode proti različnim izvirom, imenujemo razvodnice.",,,,,,imenujemo,Meje območij,,,,,,,od koder se stekajo vode proti različnim izvirom,,,,,,,,,,,,,,,,,,,,
Fluviokras,B.4 Transformation|D.1 Abiotic|B.2 Loss|B.2 Loss|C. Geome|C. Geome,delovanja površinskih tokov|površinskih tokov|erozije|denudacije|Fluviokras|kras,"Fluviokras je kras, ki je posledica delovanja površinskih tokov in erozije ter denudacije. površinskih tokov",,,,,,je,kras,,posledica delovanja površinskih tokov in erozije ter denudacije,,,,,,,,,,,,je posledica delovanja,,,,,,,,,,,,,
Fluviokras,D.1 Abiotic|C. Geome|A.1 Surface landform|C. Geome,površinskih depresijskih oblik|Fluviokras|vrtač|kras,"Fluviokras je kras brez površinskih depresijskih oblik, vrtač ni oziroma jih je manj.",,,,"brez površinskih depresijskih oblik , vrtač ni oziroma jih je manj",,je,kras,,,,,,,,,,,,,,,,brez,,,,,,,,,,,
Kontaktni kras,C. Geome|D.1 Abiotic|D.1 Abiotic|C. Geome,Kontaktni kras|neprepustnih kamnin|prepustnih|kras,Kontaktni kras je kras na stičišču prepustnih in za vodo neprepustnih kamnin.,,,na stičišču prepustnih in za vodo neprepustnih kamnin,,,je,kras,,,,,,,,,,,,,,,na,,,,,,,,,,,,
Polsuha dolina,A.3 Hydrological form|A.1 Surface landform|A.1 Surface landform,površinski vodni tok|Polsuha dolina|suha dolina,"Polsuha dolina je suha dolina, v kateri se občasno pojavlja površinski vodni tok.",,,,,,je,suha dolina,,,,,,,,,,v kateri se občasno pojavlja površinski vodni tok,,,,,,,,,,,,,,,,,kateri se občasno
Suhe doline,A.3 Hydrological form|A.1 Surface landform,površinske rečne mreže|Suhe doline,Suhe doline so posledica razpada površinske rečne mreže.,,,,,,,,,so posledica razpada površinske rečne mreže,,,,,,,,,,,,so posledica,,,,,,,,,,,,,
Suhe doline,C. Geome|A.1 Surface landform|C. Geome|C. Geome,kraški relief|Suhe doline|fluvialni relief|normalni,"Suhe doline so značilne oblike tako za normalni oziroma fluvialni relief, kot tudi za kraški relief.",,,,,,so,oblike,,,,,"so značilne oblike tako za normalni oziroma fluvialni relief , kot tudi za kraški relief",,,,,,,,,,,,,,,so značilne oblike tako za,,,,,,,
udornic,B.1 Movement|A.2 Underground landform|A.1 Surface landform|B.1 Movement,rušenje jamskih stropov|jamskih stropov|udornic|udor,Osnovni mehanizem nastanka udornic je rušenje jamskih stropov do površja oziroma udor. jamskih stropov,,,,,,,,,rušenje jamskih stropov do površja oziroma udor,,,,,,,,,,,,Osnovni mehanizem nastanka,,,,,,,,,,,,,
kukave,A.1 Surface landform|A.1 Surface landform|A.1 Surface landform,udornice|kukave|koliševke,Strokovna literatura večje udornice imenuje tudi koliševke ali kukave.,,,,,,imenuje tudi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udornice,A.1 Surface landform|A.1 Surface landform|A.1 Surface landform,udornice|kukave|koliševke,Strokovna literatura večje udornice imenuje tudi koliševke ali kukave.,,,,,,imenuje tudi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
koliševke,A.1 Surface landform|A.1 Surface landform|A.1 Surface landform,udornice|kukave|koliševke,Strokovna literatura večje udornice imenuje tudi koliševke ali kukave.,,,,,,imenuje tudi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fluviokras,C. Geome|C. Geome|D.1 Abiotic|C. Geome,fluvialni geomorfni sistem|kraški|površje|fluviokras,"Roglič (1959) je fluviokras definiral kot površje, kjer lahko delujeta tako kraški kot fluvialni geomorfni sistem.",,,,,,definiral kot,površje,,lahko delujeta tako kraški kot fluvialni geomorfni sistem,,,,,,,,,,,,,,,,,,,,,,,,,
Fluviokraško površje,A.1 Surface landform|C. Geome|C. Geome|B.3 Addition,kraških kotanjah|kraškega reliefa|Fluviokraško površje|akumuliranje,"Fluviokraško površje je prehodna oblika kraškega reliefa, kjer prevladuje odnašanje materiala s pobočij in akumuliranje materiala v kraških kotanjah.",,,,,,je prehodna oblika,kraškega reliefa,,kjer prevladuje odnašanje materiala s pobočij in akumuliranje materiala v kraških kotanjah,,,,,,,,,,,,kjer prevladuje,,,,,,,,,,,,,
Kontaktni kras,C. Geome|A.3 Hydrological form|C. Geome|D.1 Abiotic|C. Geome|D.1 Abiotic,fluvialnega geomorfnega sistema|alogenih vodotokov|Kontaktni kras|površja|kraškega|vode,"Kontaktni kras je tip površja, kjer pritekajo vode iz fluvialnega geomorfnega sistema v kraškega (ali obratno) oz. je kras preoblikovan pod vplivom alogenih vodotokov.",,,,,,je,tip površja,,pritekajo vode iz fluvialnega geomorfnega sistema v kraškega ( ali obratno ) oz . je kras preoblikovan pod vplivom alogenih vodotokov,,,,,,,,,,,,pod vplivom,,,,,,,,,,,,,
Vršaji,C. Geome|A.3 Hydrological form|B.3 Addition|B.2 Loss|A.1 Surface landform|D.1 Abiotic|C. Geome|B.2 Loss,kontaktnem krasu|alogeni tokovi|akumulacije naplavine|korozije|Vršaji|akumulacije|kras|odteka,"Vršaji na kontaktnem krasu so akumulacije, ki jih na kraško matično podlago nanesejo občasni alogeni tokovi, kjer je proces akumulacije naplavine intenzivnejši od korozije, voda pa na robovih odteka v kras.",,,,,,so,akumulacije,kjer je proces akumulacije naplavine intenzivnejši od korozije|voda pa na robovih odteka v kras,ki jih na kraško matično podlago nanesejo občasni alogeni tokovi,,,na kontaktnem krasu,,,,,,,,kjer je,,,,,,,na,,,,,,,
krovni akvifug,C. Geome|C. Geome,krovni akvifug|akvifuga,Najvišja plast zgornjega akvifuga je krovni akvifug.,,,,,,je,plast zgornjega akvifuga,,,,,Najvišja plast zgornjega akvifuga,,,,,,,,,,,,,,,,,,,,,,
periglacialnega dolca,B.2 Loss|A.1 Surface landform|B.4 Transformation|B.4 Transformation|B.4 Transformation|B.1 Movement,dežno-snežna erozija|periglacialnega dolca|nivacija|zmrzovanje|taljenje|soliflukcija,"Dejavniki nastanka periglacialnega dolca so zmrzovanje in taljenje, dežno-snežna erozija, soliflukcija in nivacija.",,,,,,,,,"zmrzovanje in taljenje , dežno-snežna erozija , soliflukcija in nivacija",,,,,,,,,,,,Dejavniki nastanka,,,,,,,,,,,,,
Požiralnik,D.1 Abiotic|D.1 Abiotic|A.1 Surface landform|A.3 Hydrological form|D.3 Property|D.1 Abiotic,skalnem koritu|špranja|brezno|Požiralnik|požira|vodo,"Požiralnik je špranja ali brezno v skalnem koritu, ki požira vodo.",,,,,,je,špranja|brezno,,,,ki požira vodo,v skalnem koritu,,,,,,,,,,,,,,požira,v,,,,,,,
fluviokras,C. Geome|C. Geome|D.1 Abiotic|C. Geome|C. Geome,fluvialni geomorfni sistem|fluviokras|površju|krasa|kraški,"Dele krasa, kjer na površju delujeta tako kraški kot fluvialni geomorfni sistem, Roglić (1959) imenuje fluviokras. na površju",,,,kjer na površju delujeta tako kraški kot fluvialni geomorfni sistem,,imenuje,Dele krasa,,,,,na površju,,,,,,,,,,,kjer,,,,,,,,,,,
Katavatron,A.3 Hydrological form|A.3 Hydrological form|A.3 Hydrological form,Katavatron|ponor|požiralnik,"Katavatron je starogrška beseda, ki preprosto pomeni požiralnik oziroma ponor.",,,,,ki preprosto pomeni požiralnik oziroma ponor,je,starogrška beseda,,,,,,,,,,,,,,,,,ki preprosto pomeni,,,,,,,,,,
razvodnice,A.3 Hydrological form|D.1 Abiotic|D.1 Abiotic,razvodnice|vode|izvirom,"Meje območja, od koder se stekajo vode proti različnim izvirom, imenujemo razvodnice.",,,,,,imenujemo,Meje območja,,,,od koder se stekajo vode proti različnim izvirom,,,,,,,,,,,,,,,se stekajo,,,,,,,,
vaukluški izvir,A.3 Hydrological form|D.1 Abiotic,vaukluški izvir|zajezenega izvira,Poseben tip zajezenega izvira imenujemo vaukluški izvir.,,,,,,imenujemo,tip zajezenega izvira,,,,,,,,,,,,,,,,,,,,,,,,,,,
periodični izvir,A.3 Hydrological form|A.3 Hydrological form|D.1 Abiotic,periodični izvir|zaganjalka|izvira,Posebna oblika izvira je periodični izvir ali zaganjalka.,,,,,,je,oblika izvira,,,,,,,,,,,,,,,,,,,,,,,,,,,
zaganjalka,A.3 Hydrological form|A.3 Hydrological form|D.1 Abiotic,periodični izvir|zaganjalka|izvira,Posebna oblika izvira je periodični izvir ali zaganjalka.,,,,,,je,oblika izvira,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prelivni izvir,A.3 Hydrological form|B.3 Addition|A.3 Hydrological form|C. Geome|D.3 Property,kraški izvir|priteka iz|Prelivni izvir|kraškega vodonosnika|visokih vodostajih,"Prelivni izvir je občasni kraški izvir, ki je aktiven ob visokih vodostajih, ko nižji, običajno stalnejši izvir ne zmore prevajati vse vode, ki priteka iz kraškega vodonosnika.",,,,,,je,kraški izvir,,,,,,,,,,"ki je aktiven ob visokih vodostajih , ko nižji , običajno stalnejši izvir ne zmore prevajati vse vode , ki priteka iz kraškega vodonosnika|občasni",,,,,,,,,,,,,,,,,ki je aktiven ob|ko
Preboj,B.1 Movement|B. Process|D.1 Abiotic|D.3 Property|D.1 Abiotic,turbulenten način pretakanja|Preboj|kanala|trenutek|vode,"Preboj je trenutek, ko se vzdolž celega kanala pojavi turbulenten način pretakanja vode.",,,,,,je,trenutek,,,,,,,,,,ko se vzdolž celega kanala pojavi turbulenten način pretakanja vode,,,,,,,,,,,,,,,,,ko se|pojavi
fasete,D.1 Abiotic|D.1 Abiotic|A.2 Underground landform,jamskih stenah|oblike|fasete,Najpogostejše oblike na jamskih stenah so fasete.,,,,,,so,oblike,Najpogostejše oblike,,,,na jamskih stenah,,,,,,,,,,,,,,,na,,,,,,,
kontaktni kras,C. Geome|D.1 Abiotic|D.1 Abiotic|C. Geome|D.1 Abiotic|D.1 Abiotic,kontaktni kras|nekraških kamnin|kraških|kras|vode|Območja,"Območja na stiku kraških in nekraških kamnin, kjer vode iz nekraškega površja tečejo v kras, imenujemo kontaktni kras. vode iz nekraškega površja tečejo v kras",,,,,,imenujemo,Območja,,,,vode iz nekraškega površja tečejo v kras,kjer vode iz nekraškega površja tečejo v kras|Območja na stiku kraških in nekraških kamnin,,,,,,,,,,,,,,tečejo,na|kjer,,,,,,,
Podzemni kanjoni,A.3 Hydrological form|A.2 Underground landform|C. Geome|B.4 Transformation|B.1 Movement|C. Geome,podzemne vode|Podzemni kanjoni|vadozni coni|vrezovanja|spuščanju|epifreatični,Podzemni kanjoni v epifreatični ali vadozni coni so rezultat vrezovanja ob spuščanju gladine podzemne vode.,,,,,,so,,,,,,v epifreatični ali vadozni coni,,so rezultat vrezovanja ob spuščanju gladine podzemne vode,,,,,,,,,,,,,v,,,,so rezultat,,,
siga,D.1 Abiotic|D.1 Abiotic|A.2 Underground landform|D.1 Abiotic|D.3.1 Geolocation|C. Geome,kemogeni sediment|kalcitne|jamah|siga|slovenskem|krasu,"Najpogostejši kemogeni sediment v jamah je siga, ki je na slovenskem krasu večinoma kalcitne sestave.",,,večinoma kalcitne sestave,,,je,kemogeni sediment,Najpogostejši kemogeni sediment,,,,v jamah,na slovenskem krasu,,,,,,,,,,,,,,v,,,na,,,,
Izločanje kalcita,D.3 Property|D.1 Abiotic|D.1 Abiotic|B. Process|B.4 Transformation,dinamičnega ravnotežja|raztopini|kalcita|Izločanje|raztapljanja,"Izločanje kalcita je obraten pojav od raztapljanja, nastane pa zaradi porušenega dinamičnega ravnotežja v raztopini.",,,,,,je,pojav,,nastane pa zaradi porušenega dinamičnega ravnotežja v raztopini,,,,,,,,,,,,nastane,,,,,,,,,,,,,
Stalagmiti,A.2 Underground landform|D.1 Abiotic|A.2 Underground landform|B.3 Addition|D.1 Abiotic|B.1 Movement,sigaste tvorbe|tleh|Stalagmiti|zrastejo|vode|kapljajoče,"Stalagmiti so sigaste tvorbe, ki zrastejo na tleh iz kapljajoče vode.",,,,,,so,sigaste tvorbe,,iz kapljajoče vode,,,ki zrastejo na tleh,,,,,,,,,,,,,,,,,,,,,,
konte,A.1 Surface landform|A.1 Surface landform,konte|kotanje,"Večje visokogorske kotanje, do kilometer široke in do 100 metrov globoke, imenujemo konte.",,,,,,imenujemo,visokogorske kotanje,,,,,,,,do kilometer široke in do 100 metrov globoke|Večje,,,,,,,,,,,,,,,,,široke|globoke,,
cockpitov,A.1 Surface landform|A.4 Other|A.1 Surface landform,erozijskih jarkov|dna kotanj|cockpitov,"Zvezdasta tlorisna oblika cockpitov je posledica erozijskih jarkov, ki se centripetalno stekajo s pobočij v dna kotanj.",,,,,,,,,ki se centripetalno stekajo s pobočij v dna kotanj,Zvezdasta tlorisna oblika,,,,,,,,,,,je posledica,,,,,,,,,,,,,
raztapljanje,C. Geome|C. Geome|B.4 Transformation|B. Process,geomorfnih sistemih|krasu|raztapljanje|proces,"Pomemben proces na krasu je raztapljanje, saj ima pomembnejšo vlogo kot v drugih geomorfnih sistemih.",,,,,,je,proces,,,,,na krasu,,,,,,,,,,,,,,,,,,,,,,
tektonika,D.3 Property|A.1 Surface landform,tektonika|polj,Pomemben dejavnik pri oblikovanju polj je tektonika.,,,,,,je,,,,,Pomemben dejavnik pri oblikovanju polj,,,,,,,,,,pri oblikovanju,,,,,,,,,,,,,
kraške uravnave,C. Geome|A.1 Surface landform,kraškega površja|kraške uravnave,Večje uravnane dele kraškega površja imenujemo kraške uravnave.,,,,,,imenujemo,dele kraškega površja,,,uravnane,,,,,Večje,,,,,,,,,,,,,,,,,,,
Kopasti vrhovi,C. Geome|A.1 Surface landform|A.1 Surface landform,kraškega reliefa|kraške vzpetine|Kopasti vrhovi,Kopasti vrhovi so višji deli kraškega reliefa in so najpogostejši tip kraške vzpetine.,,,,,,so,kraške vzpetine,,,,,višji deli kraškega reliefa,,,,,,,,,,,,,,,,,,,,,,
stožci,A.1 Surface landform|D.1 Abiotic|A.1 Surface landform,Kopaste vrhove|pobočji|stožci,Kopaste vrhove z bolj strmimi pobočji imenujemo stožci.,,,,,,imenujemo,Kopaste vrhove,,,z bolj strmimi pobočji,,,,,,,,,,,,,,,,,,,,,,,,
humi,A.1 Surface landform|A.1 Surface landform|C. Geome|D.1 Abiotic,kraških poljih|humi|kras|Osamelce,"Osamelce na kraških poljih, ki so redki, a zelo značilni za kras, imenujemo humi.",,,,,,imenujemo,Osamelce,"redki , a zelo značilni za kras",,,,na kraških poljih,,,,,,,,,,,,,,,na,,,,,,,
Hum,A.1 Surface landform|D.1 Abiotic|A.1 Surface landform,kraškega polja|grič|Hum,Hum je osamljeni grič sredi ravnega dna kraškega polja.,,,,,,je,osamljeni grič,,,,,sredi ravnega dna kraškega polja,,,,,,,,,,,,,,,sredi,,,,,,,
Humi,D.1 Abiotic|B.4 Transformation|A.1 Surface landform|D.1 Abiotic,kamnina|raztapljanje|Humi|površja,"Humi so ostanki korozijsko znižanega površja, saj je kamnina v tem delu zaradi različnih vzrokov bolj odporna na raztapljanje.",,,,,,so,ostanki korozijsko znižanega površja,,saj je kamnina v tem delu zaradi različnih vzrokov bolj odporna na raztapljanje,,,,,,,,,,,,saj je,,,,,,,,,,,,,
