DEFINIENDUM,CATEGORY,CATEGORY_TEXT,SENTENCE,*,AFFECTS,COMPOSITION_MEDIUM,CONTAINS,DEFINED_AS,DEFINITOR,GENUS,HAS_ATTRIBUTE,HAS_CAUSE,HAS_FORM,HAS_FUNCTION,HAS_LOCATION,HAS_POSITION,HAS_RESULT,HAS_SIZE,MEASURES,OCCURS_IN_TIME,SPECIES,STUDIES,frame_ATTRIBUTE,frame_CAUSE,frame_COMPOSITION,frame_CONTAINS,frame_DEFINED_AS,frame_FORM,frame_FUNCTION,frame_LOCATION,frame_MEASURES,frame_MEDIUM,frame_POSITION,frame_RESULT,frame_SIZE,frame_STUDIES,frame_TIME
obrobna korozija,B.2 Loss|B.2 Loss|B.2 Loss|D.1 Abiotic|D.1 Abiotic|A.1 Surface landform|B.2 Loss|A.1 Surface landform|A.1 Surface landform|B.2 Loss|D.1 Abiotic|D.3 Property|B.4 Transformation|A.1 Surface landform|D.1 Abiotic,robna korozija|obrobna korozija|krajna korozija|karbonatne kamnine|stene kotanj|kraških polj|Robna korozija|kraška polja|slepe doline|Korozija|naplavine|izpodžrte|razširja|vrtače|kotanj,"robna korozija, obrobna korozija, krajna korozija: Korozija karbonatne kamnine ob robu neprepustne naplavine, zaradi katere so stene kotanj ali kraških polj na kraju ponikanja korozijsko izpodžrte. Robna korozija razširja kraška polja, slepe doline, vrtače in druge kotanje z naplavljenim dnom. kotanj",,,karbonatne kamnine,,,,Korozija,,,,,ob robu neprepustne naplavine,,"Robna korozija razširja kraška polja , slepe doline , vrtače in druge kotanje z naplavljenim dnom|zaradi katere so stene kotanj ali kraških polj na kraju ponikanja korozijsko izpodžrte",,,,,,,,,,,,,ob robu,,,,zaradi katere so|razširja,,,
krajna korozija,B.2 Loss|B.2 Loss|B.2 Loss|D.1 Abiotic|D.1 Abiotic|A.1 Surface landform|B.2 Loss|A.1 Surface landform|A.1 Surface landform|B.2 Loss|D.1 Abiotic|D.3 Property|B.4 Transformation|A.1 Surface landform|D.1 Abiotic,robna korozija|obrobna korozija|krajna korozija|karbonatne kamnine|stene kotanj|kraških polj|Robna korozija|kraška polja|slepe doline|Korozija|naplavine|izpodžrte|razširja|vrtače|kotanj,"robna korozija, obrobna korozija, krajna korozija: Korozija karbonatne kamnine ob robu neprepustne naplavine, zaradi katere so stene kotanj ali kraških polj na kraju ponikanja korozijsko izpodžrte. Robna korozija razširja kraška polja, slepe doline, vrtače in druge kotanje z naplavljenim dnom. kotanj",,,karbonatne kamnine,,,,Korozija,,,,,ob robu neprepustne naplavine,,"Robna korozija razširja kraška polja , slepe doline , vrtače in druge kotanje z naplavljenim dnom|zaradi katere so stene kotanj ali kraških polj na kraju ponikanja korozijsko izpodžrte",,,,,,,,,,,,,ob robu,,,,zaradi katere so|razširja,,,
ploskovna korozija,B.2 Loss|D.1 Abiotic|B.2 Loss|D.1 Abiotic|B.2 Loss|B.4 Transformation|D.1 Abiotic|D.1 Abiotic,ploskovna korozija|skalne ploskve|Korozija|površje|korozija|znižuje|površje|ploskve,"ploskovna korozija: Korozija, ki enakomerno učinkuje na površje, ustvarja gladke skalne ploskve; tudi korozija, ki enakomerno znižuje površje. ploskve",,,,,,,Korozija,ki enakomerno učinkuje na površje,,,,,,ustvarja gladke skalne ploskve|enakomerno znižuje površje,,,,,,,,,,,,,,,,,ustvarja|znižuje,,,
pospešena korozija,B.2 Loss|B.2 Loss|B.2 Loss|D.1 Abiotic|D.1 Abiotic,pospešena korozija|Korozijski proces|poglablja|površje|kotanje,"pospešena korozija: Korozijski proces, ki lokalno hitreje poglablja površje in lahko ustvarja kotanje.",,,,,,,Korozijski proces,,,,,,,ki lokalno hitreje poglablja površje|lahko ustvarja kotanje,,,,,,,,,,,,,,,,,poglablja|ustvarja,,,
linearna korozija,D.1 Abiotic|B.2 Loss|B.2 Loss|D.3 Property,depresijske površinske oblike|linearna korozija|Korozija|linearne,"linearna korozija: Korozija, ki deluje linearno in ustvarja linearne (to je v določeni smeri razporejene) depresijske površinske oblike.",,,,,,,Korozija,,,,,,,ustvarja linearne ( to je v določeni smeri razporejene ) depresijske površinske oblike|ki deluje linearno,,,,,,,,,,,,,,,,,ki deluje|ustvarja,,,
korozijska vdolbinica,A.1 Surface landform|D.1 Abiotic|B.2 Loss,korozijska vdolbinica|vdolbinica|korozije,"korozijska vdolbinica: Do nekaj centimetrov ali decimetrov široka in globoka skalna vdolbinica, nastala zaradi različnih vrst korozije. Pod preperino je širša in plitvejša.",,,skalna,,,,vdolbinica,,nastala zaradi različnih vrst korozije,Pod preperino je širša in plitvejša,,,,,Do nekaj centimetrov ali decimetrov široka in globoka,,,,,,nastala zaradi,,,,,,,,,,,,,
korozijski vdolbek,A.1 Surface landform|C. Geome|D.1 Abiotic|D.1 Abiotic,korozijski vdolbek|podtalnega krasa|vdolbinica|prstjo,"korozijski vdolbek: Nekaj dm široka in globoka ovalna vdolbinica v apneniški skali pod prstjo (zemljo, preperino). Ena od oblik podtalnega krasa.",,,v apneniški skali,,,,vdolbinica,,,ovalna,,"pod prstjo ( zemljo , preperino )",,,Nekaj dm široka in globoka,,,,,,,v,,,,,pod,,,,,,,
korozijska polica,C. Geome|A.1 Surface landform|B.2 Loss|D.1 Abiotic,visokogorskega ( subnivalnega ) krasa|korozijska polica|ploskovno korozija|ploskve,"korozijska polica: Redke, nekaj dm ali metrov široke, skoraj vodoravne ploskve na skalnem površju visokogorskega (subnivalnega) krasa. Nastanejo z retrogradno ploskovno korozija; zato so obicajno navzgor omejene s strmo stopnjo. Genetsko sorodne korozijskim stopnickam.",,,,,,,,,Nastanejo z retrogradno ploskovno korozija,zato so obicajno navzgor omejene s strmo stopnjo|skoraj vodoravne ploskve,,visokogorskega ( subnivalnega ) krasa|na skalnem površju,,,nekaj dm ali metrov široke,,,,,,Nastanejo z,,,,,,na,,,,,,,
korozijski stalaktit,A.2 Underground landform|B.2 Loss|A.2 Underground landform|B.2 Loss,korozijski stalaktit|selektivno korozijo|jamskem stropu|korozijo,"korozijski stalaktit: S selektivno korozijo nastali, večinoma skalni izrastki na jamskem stropu, pogosti v tropski klimi. korozijo",,,,,,,,,S selektivno korozijo nastali,skalni izrastki,,pogosti v tropski klimi|na jamskem stropu,,,,,,,,,nastali,,,,,,na,,,,,,,
korozijska stopnička,B.2 Loss|A.1 Surface landform|B.2 Loss|D.1 Abiotic,retrogradno ploskovno korozijo|korozijska stopnička|ploskovno korozijo|izjedenina,"korozijska stopnička: Polkrožna izjedenina, podobna odtisu pete, ki je specifičen pojav razčlenjenih golih, največkrat visokogorskih skalnatih površin. Nastaja z omejeno retrogradno ploskovno korozijo. ploskovno korozijo",,,,,,,izjedenina,,Nastaja z omejeno retrogradno ploskovno korozijo,podobna odtisu pete|Polkrožna,,"ki je specifičen pojav razčlenjenih golih , največkrat visokogorskih skalnatih površin",,,,,,,,,Nastaja z,,,,podobna,,,,,,,,,
korozijski relief,C. Geome|B.2 Loss,korozijski relief|korozijskim procesom,"korozijski relief: Relief, nastal s prevladujočim korozijskim procesom in so zanj značilne korozijske reliefne oblike.",,,,so zanj značilne korozijske reliefne oblike,,,Relief,,nastal s prevladujočim korozijskim procesom,,,,,,,,,,,,nastal s,,so zanj značilne,,,,,,,,,,,
kotlica,A.2 Underground landform|A.2 Underground landform|A.2 Underground landform|D.1 Abiotic|A.2 Underground landform|A.2 Underground landform|A.2 Underground landform,dnu jame|erozijsko kotlico|kotlica|vdolbina|stropu|steni|korozijsko,"kotlica: Okroglasta vdolbina gladkih sten s premerom nekaj centimetrov ali decimetrov, v stropu, na steni ali dnu jame. Poznamo korozijsko in erozijsko kotlico.",,,,,,,vdolbina,,,gladkih sten|Okroglasta,,"v stropu , na steni ali dnu jame",,,s premerom nekaj centimetrov ali decimetrov,,,erozijsko kotlico|korozijsko,,,,,,,,,v|na,,,,,s premerom,,
brezstropa jama,B. Process|A.1 Surface landform,razvoja jame|brezstropa jama,Zaključni stadij razvoja jame imenujemo brezstropa jama.,,,,,,imenujemo,jame,,,,,,,,,,,,,,,,,,,,,,,,,,,
kemična denudacija,B.2 Loss|B.2 Loss|D.1 Abiotic|C. Geome|B.2 Loss,kemična denudacija|Odnašanje|karbonatov|vodonosnik|kraška,Odnašanje raztopljenih karbonatov globlje v vodonosnik imenujemo kraška ali kemična denudacija.,,,,,,imenujemo,Odnašanje raztopljenih karbonatov,,,,,globlje v vodonosnik,,,,,,,,,,,,,,,globlje v,,,,,,,
kraška,B.2 Loss|B.2 Loss|D.1 Abiotic|C. Geome|B.2 Loss,kemična denudacija|Odnašanje|karbonatov|vodonosnik|kraška,Odnašanje raztopljenih karbonatov globlje v vodonosnik imenujemo kraška ali kemična denudacija.,,,,,,imenujemo,Odnašanje raztopljenih karbonatov,,,,,globlje v vodonosnik,,,,,,,,,,,,,,,globlje v,,,,,,,
Jame brez stropa,A.2 Underground landform|A.2 Underground landform|B.2 Loss|B.4 Transformation|D.3 Property|D.3 Property,Jame brez stropa|jame|znižanja|razčlenjevanja|razkrite|presekane,"Jame brez stropa so stare jame, ki so zaradi znižanja in razčlenjevanja kraškega površja razkrite ali presekane. zaradi znižanja in razčlenjevanja kraškega površja",,,,,,so,jame,,zaradi znižanja in razčlenjevanja kraškega površja,ki so zaradi znižanja in razčlenjevanja kraškega površja razkrite ali presekane,,,,,,,,,,,,,,,,,,,,,,,,
Jama brez stropa,A.2 Underground landform|A.2 Underground landform|B. Process|D.1 Abiotic|D.1 Abiotic,Jama brez stropa|kraška jama|denudacijsko spuščanje|avtohtone sedimente|alohtone,"Jama brez stropa je stara kraška jama, ki jo je denudacijsko spuščanje površja razgalilo na površje in lahko vsebuje alohtone ter / ali avtohtone sedimente.",,,,lahko vsebuje alohtone ter / ali avtohtone sedimente,,je,kraška jama,,ki jo je denudacijsko spuščanje površja razgalilo na površje,,,,,,,,,,,,,,lahko vsebuje,,,,,,,,,,,
Kal,D.1 Abiotic|D.1 Abiotic|A.3 Hydrological form|D.1 Abiotic,plitva kotanja|kraških tleh|Kal|deževnica,"Kal je plitva kotanja na kraških tleh, kjer se zaradi nepropustnega dna in pobočij zbira deževnica. zaradi nepropustnega dna in pobočij",,,,,,je,kotanja,,zaradi nepropustnega dna in pobočij,plitva,kjer se zaradi nepropustnega dna in pobočij zbira deževnica,na kraških tleh,,,,,,,,,,,,,,kjer se,na,,,,,,,
Speleogeneza,E.2 Method|E.2 Method|B. Process|B. Process|A.2 Underground landform,Speleogeneza|razlaga|izvora|nastanka|jam,Speleogeneza je razlaga izvora in nastanka jam.,,,,,,je,,,,,,,,,,,,,razlaga izvora in nastanka jam,,,,,,,,,,,,,,,
vrtača,A.1 Surface landform|D.1 Abiotic,vrtača|globel,"Beseda vrtača je bila nekdaj domnevno živa slovenska ljudska beseda, ki je pomenila manjšo globel.",,,,,,je pomenila,manjšo globel,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sufozija,B.2 Loss|D.1 Abiotic|B. Process|D.1 Abiotic,spiranja gradiva|tekoče vode|Sufozija|ruše,Sufozija je proces spiranja gradiva izpod ruše ali krovnih usedlin s pomočjo tekoče vode.,,,,,,je,proces,,,,je proces spiranja gradiva izpod ruše ali krovnih usedlin s pomočjo tekoče vode,,,,,,,,,,,,,,,,,,,,,,,
Kras,B.1 Movement|A.2 Underground landform|C. Geome|C. Geome|D.3 Property|B.1 Movement|B. Process|A.1 Surface landform,"kraško , pretakanje vode|podzemeljske oblike|Kras|ozemlje|prepustnosti|podzemeljsko|raztapljanje|površinske","Kras je ozemlje, kjer vlada zaradi poklinske prepustnosti kamnine podzemeljsko, kraško, pretakanje vode, učinkovito kemično raztapljanje kamnin in kjer so lahko razvite tudi značilne površinske in podzemeljske oblike.",,,,kjer so lahko razvite tudi značilne površinske in podzemeljske oblike,,je,ozemlje,,,,"kjer vlada zaradi poklinske prepustnosti kamnine podzemeljsko , kraško , pretakanje vode , učinkovito kemično raztapljanje kamnin",,,,,,,podzemeljske oblike|površinske,,,,,so lahko razvite,,,zaradi,,,,,,,,
Viskogorski kras,C. Geome|D.3 Property|C. Geome|C. Geome|C. Geome|C. Geome,Viskogorski kras|gozdno mejo|glacialni kras|kras|nivalni|površje,"Viskogorski kras imenuje kras nad gozdno mejo, ki je širši kot izraza nivalni ali glacialni kras, ki pomenita samo kraško površje, ki ga je izoblikoval sneg oziroma ledenik.",,,,ki je širši kot izraza nivalni ali glacialni kras,,imenuje,kras,,,,,nad gozdno mejo,,,,,,,,,,,,,,,nad,,,,,,,
Kontaktni kras,C. Geome|C. Geome|B. Process|D.3 Property|D.1 Abiotic|C. Geome,fluvialnega geomorfnega sistema|Kontaktni kras|delovanja površja|oblikovanosti|vode|kraškega,"Kontaktni kras je poseben tip oblikovanosti in delovanja površja, ki je na območjih, kjer vode pritekajo iz fluvialnega geomorfnega sistema v kraškega ali obratno.",,,,,,je,tip oblikovanosti in delovanja površja,,,,,"ki je na območjih , kjer vode pritekajo iz fluvialnega geomorfnega sistema v kraškega ali obratno",,,,,,,,,,,,,,,kjer,,,,,,,
Morfogeneza reliktnih vršajev,A.1 Surface landform|B.2 Loss|D.1 Abiotic|D.1 Abiotic|B.4 Transformation|B.3 Addition|A.1 Surface landform,reliktnih vršajev|prekinitve dotoka|vodnih tokov|flišne naplavine|Morfogeneza|nanašanja|vršajev,Morfogeneza reliktnih vršajev je posledica popolne ali delne prekinitve dotoka vodnih tokov in nanašanja flišne naplavine na območje vršajev.,,,,,,,,,je posledica popolne ali delne prekinitve dotoka vodnih tokov in nanašanja flišne naplavine na območje vršajev,,,,,,,,,,,,je posledica,,,,,,,,,,,,,
psevdovršaji,B.3 Addition|D.1 Abiotic|A.1 Surface landform|C. Geome|A.1 Surface landform,aktivnega procesa sedimentacije|rečnih nanosov|Vršaje|krasu|psevdovršaji,"Vršaje na krasu, ki nimajo aktivnega procesa sedimentacije rečnih nanosov, imenuje psevdovršaji.",,,,,,imenuje,Vršaje,ki nimajo aktivnega procesa sedimentacije rečnih nanosov,,,,,,,,,,,,ki nimajo,,,,,,,,,,,,,,
parageneze,B.4 Transformation|D.1 Abiotic|B. Process|B.3 Addition|D.1 Abiotic|B.1 Movement|D.1 Abiotic,korozijskega procesa|strop rova|parageneze|zasipavanje|sedimenti|iztiskanje|toka,Vzrok parageneze je zasipavanje dna rova s sedimenti in iztiskanje toka ter s tem tudi korozijskega procesa pod strop rova.,,,,,,,,,je zasipavanje dna rova s sedimenti in iztiskanje toka ter s tem tudi korozijskega procesa pod strop rova,,,,,,,,,,,,Vzrok,,,,,,,,,,,,,
uvale,A.1 Surface landform|A.1 Surface landform|A.1 Surface landform|A.1 Surface landform|A.1 Surface landform|A.1 Surface landform|A.1 Surface landform,kraških globeli|kraškim poljem|kraških globeli|uvale|dolaste|vrtačaste|vrtač,"Naslednja večja skupina kraških globeli so uvale, bodisi dolaste ali vrtačaste, ki po stari Cvijićevi (1918) opredelitvi tvorijo v genetskem pogledu prehod od vrtač h kraškim poljem kot najvišjo obliko razvoja kraških globeli.",,,,,,so,kraških globeli,,ki po stari Cvijićevi ( 1918 ) opredelitvi tvorijo v genetskem pogledu prehod od vrtač h kraškim poljem kot najvišjo obliko razvoja kraških globeli,bodisi dolaste ali vrtačaste,,,,,,,,,,,,,,,,,,,,,,,,
jamo,A.2 Underground landform|D.1 Abiotic,jamo|votlino,"Slovenska kraška terminologija (1973) jamo definira kot prehodno podzemeljsko votlino, ki je lahko vodoravna ali navpična.",,,,,,definira kot,podzemeljsko votlino,,,je lahko vodoravna ali navpična,prehodno,podzemeljsko,,,,,,,,,,,,,,,,,,,,,,
jamo,A.2 Underground landform|D.1 Abiotic|A.2 Underground landform|D.1 Abiotic,jamo|votlino|jama|votlina,"Prvi jamo opredeljujejo kot vsako naravno votlino v kamnini, ki je prehodna človeku in je vsaj 10 m dolga ali globoka, drugi pa, da je jama naravna podzemna votlina v kamnini, ki je dovolj velika, da je prehodna za človeka (cv: Stepišnik, 2011).",,,v kamnini,,,opredeljujejo kot|je,naravna podzemna votlina|naravno votlino,naravno,naravna,,je prehodna človeku,v kamnini|podzemna,,,"je dovolj velika , da je prehodna za človeka|je vsaj 10 m dolga ali globoka",,,,,,,v,,,,je prehodna,v,,,,,"je dovolj velika , da",,
jama,A.2 Underground landform|D.1 Abiotic|A.2 Underground landform|D.1 Abiotic,jamo|votlino|jama|votlina,"Prvi jamo opredeljujejo kot vsako naravno votlino v kamnini, ki je prehodna človeku in je vsaj 10 m dolga ali globoka, drugi pa, da je jama naravna podzemna votlina v kamnini, ki je dovolj velika, da je prehodna za človeka (cv: Stepišnik, 2011).",,,v kamnini,,,opredeljujejo kot|je,naravna podzemna votlina|naravno votlino,naravno,naravna,,je prehodna človeku,v kamnini|podzemna,,,"je dovolj velika , da je prehodna za človeka|je vsaj 10 m dolga ali globoka",,,,,,,v,,,,je prehodna,v,,,,,"je dovolj velika , da",,
jama,A.2 Underground landform|D.1 Abiotic,jama|votlina,"Po Jamarski zvezi Slovenije je jama vsaka naravna votlina v kamnini, ki je prehodna človeku in je vsaj deset metrov dolga ali globoka.",,,,,,je,naravna votlina,naravna,,,je prehodna človeku,v kamnini,,,je vsaj deset metrov dolga ali globoka,,,,,,,,,,,,v,,,,,,,
Jame,A. Landform|A.2 Underground landform|A.2 Underground landform|D.1 Abiotic|A.2 Underground landform,kraški pojav|Jame|jama|votlina|brezna,"Jame so najznačilnejši kraški pojav. V ožjem smislu je jama prehodna, pretežno horizontalna podzemna votlina, ravno nasprotno od brezna, ki je navpično (Slovenska kraška terminologija, 1973, str. 8).",,,,,,V ožjem smislu je|so,kraški pojav|podzemna votlina,,,"nasprotno od brezna , ki je navpično|pretežno horizontalna",prehodna,podzemna,,,,,,,,,,,,,nasprotno od,,,,,,,,,
jama,A. Landform|A.2 Underground landform|A.2 Underground landform|D.1 Abiotic|A.2 Underground landform,kraški pojav|Jame|jama|votlina|brezna,"Jame so najznačilnejši kraški pojav. V ožjem smislu je jama prehodna, pretežno horizontalna podzemna votlina, ravno nasprotno od brezna, ki je navpično (Slovenska kraška terminologija, 1973, str. 8).",,,,,,V ožjem smislu je|so,kraški pojav|podzemna votlina,,,"nasprotno od brezna , ki je navpično|pretežno horizontalna",prehodna,podzemna,,,,,,,,,,,,,nasprotno od,,,,,,,,,
Jama,A.2 Underground landform|A.2 Underground landform|D.1 Abiotic|D.1 Abiotic|A.2 Underground landform|A.2 Underground landform|A.2 Underground landform|A.2 Underground landform|A.2 Underground landform,podpobočno jamo|Jama|votlina|kamnini|brezstropo|korozijsko|tektonsko|fosilno|obpobočno,"Jama je za človeka prehodna votlina v kraški kamnini. Glede na nastanek ločimo brezstropo, korozijsko, tektonsko, fosilno, obpobočno in podpobočno jamo.",,,,,,je,votlina,,"Glede na nastanek ločimo brezstropo , korozijsko , tektonsko , fosilno , obpobočno in podpobočno jamo",,za človeka prehodna,v kraški kamnini,,,,,,podpobočno jamo|brezstropo|korozijsko|tektonsko|fosilno|obpobočno,,,Glede na nastanek ločimo,,,,,,v,,,,,,,
brezstropa jama,A.2 Underground landform|D.1 Abiotic|B.2 Loss|D.1 Abiotic,brezstropa jama|alohtonimi sedimenti|denudacija|avtohtonimi,"Pojem brezstropa jama tako označuje zadnji stadij razvoja jam. Površinska denudacija razgali nekdanje jamske rove, ki so velikokrat zapolnjeni z avtohtonimi ali alohtonimi sedimenti in na površju dajejo videz plitvih in podolgovatih kotanj.",,,,so velikokrat zapolnjeni z avtohtonimi ali alohtonimi sedimenti,,označuje,,zadnji stadij razvoja jam,Površinska denudacija razgali nekdanje jamske rove,na površju dajejo videz plitvih in podolgovatih kotanj,,,,,,,,,,,razgali,,,,,,,,,,,,,
Brezstropa jama,A.2 Underground landform|B.2 Loss|D.1 Abiotic,Brezstropa jama|denudacije|votlino,"Brezstropa jama je kraški pojav, ki nastane, ko površje zaradi denudacije prereže podzemno votlino.",,,,,,je,kraški pojav,,"ki nastane , ko površje zaradi denudacije prereže podzemno votlino",,,,,,,,,,,,,,,,,,,,,,,,,
Kraška polja,A.1 Surface landform|A.1 Surface landform,Kraška polja|kraška oblika,Kraška polja so površinska kraška oblika.,,,,,,so,površinska kraška oblika,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kraška polja,A.1 Surface landform|D.1 Abiotic,Kraška polja|kotanje,Kraška polja so največje kraške kotanje.,,,,,,so,kraške kotanje,,,,,,,,največje,,,,,,,,,,,,,,,,,,,
kraškega polja,A.1 Surface landform|D.1 Abiotic|D.1 Abiotic,kraškega polja|dno|obod,"Cvijić je v svojih delih o krasu opredelil tri glavne dejavnike, ki opredeljujejo pojem kraškega polja: podolgovato, uravnano dno z jasno izraženim prehodom v višji obod (Gams, 1973; Gams, 1974).",,,,,,opredeljujejo pojem,,,,"podolgovato , uravnano dno z jasno izraženim prehodom v višji obod",,,,,,,,,,,,,,,,,,,,,,,,
kraška polja,A.1 Surface landform|D.3 Property|D.1 Abiotic|D.1 Abiotic,kraška polja|kraška hidrologija|obod|dnom,Za kraška polja sta značilna sklenjen obod nad razmeroma uravnanim obsežnim dnom in kraška hidrologija. ,,,,,,sta značilna,,kraška hidrologija,,sklenjen obod nad razmeroma uravnanim obsežnim dnom,,,,,,,,,,,,,,,,,,,,,,,,
kraškega polja,A.1 Surface landform|D.1 Abiotic|A.3 Hydrological form|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|A.1 Surface landform,kraškega polja|živoskalni podlagi|kraški odtok|površinske vode|dno|naplavinah|depresija|obodom|polju,"Natančnejšo opredelitev kraškega polja je podal Gams (1973; 1974; 1978) po sledečih kriterijih (Gams, 1978; cv: Ford, Williams, 2007; Gams, 1973: Gams, 1974): uravnano, tudi terasirano dno v živoskalni podlagi oziroma v nesortiranih naplavinah; jasno zaokrožena depresija s strmo vzpenjajočim se obodom vsaj na eni strani polja; kraški odtok; površinske vode na polju ponikajo.",,,v živoskalni podlagi|v nesortiranih naplavinah,,,je podal|opredelitev,depresija,,,"zaokrožena depresija s strmo vzpenjajočim se obodom|uravnano , tudi terasirano dno",kraški odtok ; površinske vode na polju ponikajo,vsaj na eni strani polja,,,,,,,,,,v|v,,,,ponikajo,vsaj na,,,,,,,
kraška polja,A.1 Surface landform|D.1 Abiotic|D.1 Abiotic|C. Geome,kraška polja|depresije|otoke|krasu,"Novejša definicija kraška polja opredeljuje kot večje, jasno zaokrožene, uravnane depresije s posebnimi pritočnimi in odtočnimi značilnostmi oziroma kot otoke fluvialnega reliefa v krasu.",,,,,,opredeljuje kot|oziroma kot,depresije,,,uravnane depresije s posebnimi pritočnimi in odtočnimi značilnostmi|otoke fluvialnega reliefa|jasno zaokrožene,,v krasu,,,večje,,,,,,,,,,,,v,,,,,,,
